ZoneAlarm Logging Client v4.0.146.029
Windows 2000-5.0.2195-Service Pack 4-SP
type,date,time,source,destination,transport
FWIN,2003/10/09,12:46:34 +2:00 GMT,212.106.163.229:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,12:53:58 +2:00 GMT,212.107.59.155:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,12:57:56 +2:00 GMT,212.106.65.119:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,13:04:36 +2:00 GMT,212.107.56.14:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,13:07:48 +2:00 GMT,212.108.130.37:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,13:10:30 +2:00 GMT,212.111.146.218:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,13:11:44 +2:00 GMT,212.109.53.154:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,13:13:14 +2:00 GMT,212.107.41.159:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,13:29:46 +2:00 GMT,212.111.172.172:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,13:33:46 +2:00 GMT,213.248.103.34:0,192.168.31.2:0,ICMP (type:3/subtype:0)
FWIN,2003/10/09,13:34:38 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,13:40:22 +2:00 GMT,212.107.59.39:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,13:44:26 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,13:44:46 +2:00 GMT,212.111.172.55:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,13:47:52 +2:00 GMT,212.111.173.36:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,14:00:08 +2:00 GMT,212.110.19.137:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,14:04:50 +2:00 GMT,212.111.146.136:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,14:05:12 +2:00 GMT,192.168.34.197:4698,192.168.31.2:135,TCP (flags:S)
FWIN,2003/10/09,14:10:16 +2:00 GMT,212.107.59.228:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,14:16:42 +2:00 GMT,212.111.146.188:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,14:24:58 +2:00 GMT,212.110.77.112:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,14:26:42 +2:00 GMT,212.111.172.224:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,14:30:22 +2:00 GMT,212.107.56.14:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,14:34:38 +2:00 GMT,212.107.41.159:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,14:34:38 +2:00 GMT,212.107.59.130:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,14:38:02 +2:00 GMT,212.106.157.30:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,14:44:14 +2:00 GMT,212.106.68.188:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,14:46:08 +2:00 GMT,192.168.33.253:1110,192.168.31.2:135,TCP (flags:S)
FWIN,2003/10/09,14:53:34 +2:00 GMT,212.106.65.119:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,15:00:50 +2:00 GMT,212.111.146.49:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,15:01:16 +2:00 GMT,212.107.59.39:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,15:02:30 +2:00 GMT,212.110.74.5:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,15:07:02 +2:00 GMT,192.168.32.71:3941,192.168.31.2:135,TCP (flags:S)
FWIN,2003/10/09,15:10:22 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,15:11:38 +2:00 GMT,212.110.42.41:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,15:16:42 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,15:16:44 +2:00 GMT,212.106.68.119:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,15:21:54 +2:00 GMT,212.107.59.191:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,15:23:48 +2:00 GMT,212.111.147.195:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,15:26:20 +2:00 GMT,212.110.77.112:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,15:26:30 +2:00 GMT,212.109.29.4:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,15:28:18 +2:00 GMT,212.110.66.249:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,15:28:26 +2:00 GMT,192.168.32.71:3959,192.168.31.2:135,TCP (flags:S)
FWIN,2003/10/09,15:29:40 +2:00 GMT,212.107.36.59:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,15:30:26 +2:00 GMT,212.111.146.220:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,15:33:28 +2:00 GMT,212.106.68.102:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,15:35:52 +2:00 GMT,212.106.163.229:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,15:35:56 +2:00 GMT,212.110.70.68:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,15:40:40 +2:00 GMT,212.106.68.39:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,15:43:22 +2:00 GMT,212.107.59.155:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,15:44:56 +2:00 GMT,192.168.32.71:4498,192.168.31.2:135,TCP (flags:S)
FWIN,2003/10/09,15:45:44 +2:00 GMT,212.108.130.37:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,15:49:16 +2:00 GMT,212.107.56.14:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,15:52:08 +2:00 GMT,212.107.200.166:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,15:53:00 +2:00 GMT,212.109.99.107:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,15:59:42 +2:00 GMT,80.178.45.237:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,16:01:46 +2:00 GMT,212.111.141.28:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,16:08:46 +2:00 GMT,192.168.22.199:4756,192.168.31.2:135,TCP (flags:S)
FWIN,2003/10/09,16:23:44 +2:00 GMT,192.168.32.71:3951,192.168.31.2:135,TCP (flags:S)
FWIN,2003/10/09,16:26:10 +2:00 GMT,212.111.146.5:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,16:32:40 +2:00 GMT,212.111.52.58:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,16:38:32 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,16:39:52 +2:00 GMT,212.106.68.119:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,16:43:16 +2:00 GMT,212.107.59.175:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,16:47:48 +2:00 GMT,212.112.6.250:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,16:49:34 +2:00 GMT,212.110.66.75:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,17:01:26 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,17:03:48 +2:00 GMT,212.108.130.37:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,17:05:56 +2:00 GMT,213.121.167.52:3435,192.168.31.2:1433,TCP (flags:S)
FWIN,2003/10/09,17:07:36 +2:00 GMT,212.107.58.145:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,17:11:04 +2:00 GMT,212.107.59.130:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,17:17:48 +2:00 GMT,212.106.68.39:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,17:19:50 +2:00 GMT,212.111.147.164:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,17:21:50 +2:00 GMT,212.107.59.22:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,17:22:28 +2:00 GMT,212.109.53.154:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,17:44:54 +2:00 GMT,212.110.66.123:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,17:49:06 +2:00 GMT,212.112.189.11:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,17:50:26 +2:00 GMT,212.109.5.104:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,18:03:02 +2:00 GMT,212.106.163.229:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,18:05:50 +2:00 GMT,212.107.205.146:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,18:09:22 +2:00 GMT,212.111.52.58:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,18:09:44 +2:00 GMT,212.107.56.236:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,18:10:18 +2:00 GMT,212.106.2.204:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,18:10:30 +2:00 GMT,212.111.146.225:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,18:10:32 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,18:13:44 +2:00 GMT,212.110.19.137:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,18:16:46 +2:00 GMT,212.111.146.211:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,18:17:52 +2:00 GMT,212.111.173.0:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,18:25:12 +2:00 GMT,212.108.130.37:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,18:27:18 +2:00 GMT,218.78.213.184:3425,192.168.31.2:8080,TCP (flags:S)
FWIN,2003/10/09,18:27:50 +2:00 GMT,212.107.57.145:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,18:28:02 +2:00 GMT,212.111.138.234:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,18:31:20 +2:00 GMT,212.111.147.179:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,18:31:48 +2:00 GMT,212.106.68.177:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,18:38:52 +2:00 GMT,212.109.29.146:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,18:44:22 +2:00 GMT,212.107.57.152:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,18:45:18 +2:00 GMT,212.110.66.239:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,18:45:44 +2:00 GMT,212.111.172.101:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,18:46:14 +2:00 GMT,212.109.29.29:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,18:46:32 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,18:47:38 +2:00 GMT,212.111.146.4:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,18:51:26 +2:00 GMT,212.107.41.196:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,18:54:18 +2:00 GMT,212.110.66.123:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,18:55:16 +2:00 GMT,212.111.146.152:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,18:56:52 +2:00 GMT,212.107.59.155:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,19:06:06 +2:00 GMT,212.110.70.68:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,19:18:28 +2:00 GMT,212.111.176.7:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,19:19:08 +2:00 GMT,212.109.29.68:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,19:27:46 +2:00 GMT,212.109.53.154:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,19:29:32 +2:00 GMT,212.111.172.61:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,19:36:04 +2:00 GMT,212.106.163.229:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,19:38:24 +2:00 GMT,212.107.59.39:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,19:44:16 +2:00 GMT,212.107.59.175:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,19:50:54 +2:00 GMT,212.111.172.171:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,19:56:02 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,20:03:48 +2:00 GMT,212.110.66.123:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,20:16:00 +2:00 GMT,212.107.205.146:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,20:17:22 +2:00 GMT,212.108.215.132:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,20:24:30 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,20:28:10 +2:00 GMT,212.107.57.152:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,20:28:40 +2:00 GMT,212.107.41.105:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,20:32:32 +2:00 GMT,212.107.59.155:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,20:39:32 +2:00 GMT,212.111.173.192:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,20:44:54 +2:00 GMT,212.106.65.119:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,20:50:36 +2:00 GMT,212.112.6.250:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,20:51:10 +2:00 GMT,212.110.66.201:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,20:53:02 +2:00 GMT,212.111.147.170:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,20:53:04 +2:00 GMT,212.110.66.248:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,20:54:32 +2:00 GMT,212.111.175.223:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,20:56:16 +2:00 GMT,67.10.147.52:4346,192.168.31.2:17300,TCP (flags:S)
FWIN,2003/10/09,20:59:26 +2:00 GMT,212.107.59.228:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,21:00:58 +2:00 GMT,212.112.0.83:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,21:02:46 +2:00 GMT,212.106.163.229:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,21:08:54 +2:00 GMT,212.111.156.17:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,21:10:56 +2:00 GMT,212.111.43.87:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,21:11:14 +2:00 GMT,212.107.59.74:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,21:12:24 +2:00 GMT,212.110.42.41:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,21:13:20 +2:00 GMT,212.110.66.123:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,21:14:54 +2:00 GMT,212.111.156.13:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,21:22:50 +2:00 GMT,212.107.56.14:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,21:23:30 +2:00 GMT,212.110.65.92:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,21:23:36 +2:00 GMT,212.111.182.170:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,21:27:00 +2:00 GMT,212.111.173.171:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,21:27:22 +2:00 GMT,212.111.147.196:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,21:27:26 +2:00 GMT,212.109.53.154:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,21:27:50 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,21:31:38 +2:00 GMT,212.111.52.58:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,21:43:54 +2:00 GMT,212.110.73.101:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,21:47:00 +2:00 GMT,212.111.156.1:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,21:53:16 +2:00 GMT,212.107.57.145:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,21:54:32 +2:00 GMT,212.109.29.163:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,22:05:42 +2:00 GMT,212.110.70.68:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,22:13:20 +2:00 GMT,212.108.207.164:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,22:14:02 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,22:15:48 +2:00 GMT,212.108.130.37:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,22:22:14 +2:00 GMT,212.107.41.192:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,22:22:30 +2:00 GMT,212.107.205.146:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,22:24:42 +2:00 GMT,212.107.59.191:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,22:28:00 +2:00 GMT,212.109.29.76:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,22:28:02 +2:00 GMT,212.108.240.174:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,22:28:06 +2:00 GMT,212.111.43.87:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,22:29:06 +2:00 GMT,212.110.65.92:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,22:33:08 +2:00 GMT,212.111.191.193:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,22:39:02 +2:00 GMT,212.111.173.219:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,22:40:00 +2:00 GMT,212.111.182.24:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,22:41:58 +2:00 GMT,212.112.189.11:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,22:43:52 +2:00 GMT,212.107.58.145:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,22:46:38 +2:00 GMT,212.111.146.174:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,22:46:56 +2:00 GMT,212.111.174.123:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,22:47:16 +2:00 GMT,212.111.175.190:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,22:52:08 +2:00 GMT,212.110.66.179:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,22:52:14 +2:00 GMT,212.111.146.194:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,22:55:18 +2:00 GMT,212.112.6.250:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,23:00:02 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,23:03:12 +2:00 GMT,212.111.169.222:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,23:05:22 +2:00 GMT,212.111.191.59:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,23:06:38 +2:00 GMT,212.111.52.58:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,23:07:38 +2:00 GMT,212.111.147.17:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,23:09:44 +2:00 GMT,212.112.0.83:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,23:14:24 +2:00 GMT,212.109.29.50:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,23:22:00 +2:00 GMT,212.111.147.168:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,23:23:56 +2:00 GMT,212.111.169.96:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,23:23:58 +2:00 GMT,212.110.66.79:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,23:32:12 +2:00 GMT,212.111.170.122:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,23:34:26 +2:00 GMT,217.34.52.71:4340,192.168.31.2:17300,TCP (flags:S)
FWIN,2003/10/09,23:34:46 +2:00 GMT,212.111.146.126:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,23:34:56 +2:00 GMT,212.107.41.143:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,23:40:44 +2:00 GMT,212.107.37.10:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,23:41:46 +2:00 GMT,212.110.65.92:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,23:48:52 +2:00 GMT,212.110.19.137:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,23:48:54 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,23:53:42 +2:00 GMT,212.107.59.191:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/09,23:54:16 +2:00 GMT,212.111.169.176:0,192.168.31.2:0,ICMP (type:8/subtype:0)
