ZoneAlarm Logging Client v4.0.146.029
Windows 2000-5.0.2195-Service Pack 4-SP
type,date,time,source,destination,transport
FWIN,2003/09/30,18:08:42 +2:00 GMT,212.109.29.5:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,18:13:22 +2:00 GMT,212.111.168.183:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,18:18:58 +2:00 GMT,212.107.37.51:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,18:23:42 +2:00 GMT,212.107.205.146:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,18:24:58 +2:00 GMT,212.109.7.49:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,18:25:12 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,18:35:20 +2:00 GMT,212.107.36.70:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,18:37:02 +2:00 GMT,212.111.147.167:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,18:39:52 +2:00 GMT,212.111.169.169:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,18:43:28 +2:00 GMT,212.107.37.230:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,18:44:28 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,18:46:58 +2:00 GMT,212.107.57.115:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,18:49:32 +2:00 GMT,212.106.157.30:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,18:54:30 +2:00 GMT,212.112.6.250:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,18:56:38 +2:00 GMT,212.111.52.58:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,19:00:56 +2:00 GMT,212.110.76.198:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,19:02:08 +2:00 GMT,212.107.51.63:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,19:02:30 +2:00 GMT,212.107.37.207:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,19:09:12 +2:00 GMT,212.109.29.5:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,19:09:24 +2:00 GMT,212.118.151.178:28432,192.168.31.2:28431,UDP
FWIN,2003/09/30,19:10:40 +2:00 GMT,212.109.29.104:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,19:18:02 +2:00 GMT,212.106.65.119:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,19:18:36 +2:00 GMT,212.109.7.49:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,19:19:32 +2:00 GMT,212.111.173.1:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,19:23:50 +2:00 GMT,212.109.53.154:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,19:43:16 +2:00 GMT,212.109.99.107:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,19:52:04 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,19:52:12 +2:00 GMT,212.111.169.85:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,19:54:32 +2:00 GMT,212.111.147.241:0,192.168.31.2:0,ICMP (type:8/subtype:0)
PE,2003/09/30,19:54:54 +2:00 GMT,Microsoft Management Console,192.168.11.1:53,N/A
FWIN,2003/09/30,19:55:46 +2:00 GMT,212.111.172.83:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,19:57:02 +2:00 GMT,212.111.147.93:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,19:58:32 +2:00 GMT,212.111.170.166:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,20:03:20 +2:00 GMT,212.111.169.169:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,20:08:08 +2:00 GMT,212.106.157.30:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,20:09:14 +2:00 GMT,212.109.50.213:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,20:13:04 +2:00 GMT,212.107.205.148:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,20:13:08 +2:00 GMT,212.109.7.49:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,20:14:16 +2:00 GMT,212.107.59.107:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,20:19:38 +2:00 GMT,212.112.189.11:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,20:19:52 +2:00 GMT,212.109.29.102:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,20:20:28 +2:00 GMT,212.107.51.63:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,20:21:22 +2:00 GMT,212.106.68.92:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,20:23:18 +2:00 GMT,212.107.57.115:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,20:26:18 +2:00 GMT,212.109.72.70:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,20:30:20 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,20:31:22 +2:00 GMT,212.111.52.58:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,20:32:08 +2:00 GMT,212.111.146.110:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,20:37:08 +2:00 GMT,212.107.59.102:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,20:38:42 +2:00 GMT,212.106.68.141:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,20:40:18 +2:00 GMT,212.106.68.48:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,20:41:38 +2:00 GMT,212.109.72.70:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,20:47:10 +2:00 GMT,212.108.240.165:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,20:47:48 +2:00 GMT,212.111.147.22:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,20:48:30 +2:00 GMT,212.110.64.120:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,20:49:06 +2:00 GMT,212.107.58.20:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,20:50:30 +2:00 GMT,212.107.57.33:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,20:50:32 +2:00 GMT,212.107.56.95:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,21:00:16 +2:00 GMT,212.111.184.29:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,21:04:14 +2:00 GMT,212.111.176.33:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,21:06:38 +2:00 GMT,212.109.7.49:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,21:09:16 +2:00 GMT,212.111.169.247:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,21:09:56 +2:00 GMT,212.110.71.103:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,21:12:52 +2:00 GMT,212.111.168.10:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,21:17:14 +2:00 GMT,212.111.191.24:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,21:18:46 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,21:19:18 +2:00 GMT,212.111.176.142:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,21:20:40 +2:00 GMT,212.108.207.110:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,21:22:48 +2:00 GMT,212.110.76.198:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,21:24:52 +2:00 GMT,212.109.53.154:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,21:28:16 +2:00 GMT,212.109.29.69:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,21:31:36 +2:00 GMT,212.107.41.179:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,21:45:40 +2:00 GMT,212.110.19.137:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,21:46:44 +2:00 GMT,212.109.5.8:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,21:48:26 +2:00 GMT,212.111.146.168:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,21:48:56 +2:00 GMT,81.218.3.122:3296,192.168.31.2:17300,TCP (flags:S)
FWIN,2003/09/30,21:54:58 +2:00 GMT,212.111.141.99:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,21:57:22 +2:00 GMT,212.111.158.164:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/09/30,21:57:42 +2:00 GMT,212.106.68.92:0,192.168.31.2:0,ICMP (type:8/subtype:0)
